,reviewText,Title
457139,"Ever After is an awesome movie about what might've happened with Cinderella (even though she's basically fiction).  Drew Barrymore is great as &quot;Cinderella&quot;, and Anjelica Huston superb as her wicked stepmother.  For Drama lovers, there's lot of dramatic intensity, plus romance.  In the movie you'll find yourself liking all the good guys and (of course), hating the bad guys!  And that's what a movie like this is supposed to make you feel.  A great DVD!",N/A
205772,"There was a time when the movies were meant to be an escape from reality. Durning the 30's and 40's this was most definitely true. In the 30's we had the ""Great Depression"", so maybe older movie fans notice that movies always HAD to have a happy ending. People didn't want to see a sad, depressing movie. They wanted to be entertained. And, of course durning the 40's there was ""World War 2"". And, yet again, they're ALWAYS had to be a happy ending. It's because of this, that I take a star off and is the only fault of the movie. It all ends to ""perfectly"". Everyone is happy in the end and they all find love and they live happily ever after, how sweet! lol. Preston Sturges comedy in the beginning may make no sense to you, you'll have to wait untill the very last scene to figure out what the first scene was all about. Gerry Jeffers (Claudette Colbert) and Tom Jeffers (Joel McCrea) are a poor,I guess happy married couple. Whom will be thrown out of their appartment room unless they come some how pay their rent. Gerry (Colbert) thinks since things are going so hard for them in their marriage it's time to get a divorce. She feels it's better for the both of them to go their own way. When the room is being shown to tenants an elderly man makes his way up to Gerry's bedroom and sees that people are still living there! After Gerry gives him the story of her life. The man decides to help her by giving her rent money and some over, a lot over! When her husband finds out Tom (McCrea) he can't understand that a man would give her money without [anthing else]being involved in the picture. I was shocked to hear them use that word in this movie. I thought it would of been a bit too much for an audience in those days, of course that's child's play to what's being said in movies today. The next morning Tom finds out that Gerry is going to Palm Beach to get a divorce. This makes for a funny scene as Tom tries to stop her, it's pure slapstick. After she tries to con some men into buying her a ticket Joel meets the same man who gave his wife money and decides to give him money too! Just so he can go after his wife. Now, the whole idea of a woman going to Palm Beach to try and get a divorce so she can marry a rich man might remind some of a recent movie out now called ""Heartbreakers"". I'm sure this movie was seen as some sort of inspiration for their movie. Soon Gerry meets John D. Hackensacker the third( say that 3 times fast!) and he becomes very taken with her and she becomes very taken with his money. He's one of the richest men in the world (It's odd how she just happens to meet him isn't it. It goes back to that happy ending habit in those days). After she and Hackensacker (Rudy Vallee) send some time together she meets his sister Princess Centimillia (Mary Astor) who has one of the best characters in the movie. When Joel meets Gerry there, Gerry lies and says that Joel is not her husband but her brother, and tries to hook him up with the Princess! Now, a lot happens, and most of it is very funny, but, I don't want to spoil everything for everyone. Besides the sappy ending, ""The Palm Beach Story"" is a great movie that will make just about everyone laugh. It's a good choice to start off your collection of Sturges movies also.",Palm Beach Story VHS
361681,"John Waters is the true gross-out artist, perfecting the craft before those two obnoxious brats who created &quot;South Park&quot; learned their first dirty words. While in the past 20 years his films have not been as visually shocking as &quot;Pink Flamingos&quot; or his other early films, he's never lost his wonderfully twisted sense of humor.&quot;Serial Mom&quot; is, perhaps, his greatest achievement of his later works starting with &quot;Polyester&quot; and going from there. A brilliant twist on bland sitcom suburbia (Kathleen Turner fits the title role perfectly) mixed with biting commentary about the media hype surrounding trials (and especially since it came out shortly before the OJ Simpson trial).Waters' DVD commentary is always funny and insightful, especially herein. The other extras are okay, but the commentary is what makes the DVD a good buy.",N/A
671107,"Overall mediocre movie nevertheless maintains a minimal level of interest due to good production design and genuinely oddball plot.  The widescreen print is marred by minor imperfections every few minutes, but is basically in good shape, with rich colors and good sound.  I have my doubts that the comic-relief chicken appeared anywhere in the original Poe source material, but I guess worse travesties have been committed in the name of &quot;artistic interpretation&quot;.",N/A
242339,"Callas is great as Medea; that was one of her most riveting roles on the opera stage.  Here one can sense what a unique artist she was, as she is incredible in this dramatic role.  Other than Callas's participation, it's  a beautiful piece of cinema, it's shot similarly to Oedipus Rex by Pasolini, so you wil enjoy it if you like Rex.  Writing this review, I am thinking again of why films like that are not made anymore...It is for a serious movie buff, so give it a miss if you like Hollywood mass production.",Medea VHS
56867,"This movie is a classic and it will stand the test of time. This is the second &quot;teen coming of age&quot; installment from John Hues, and round 2 for Molly Ringwald and Anthony Michael Hall. The first installment, Sixteen Candles, was more of a sexual coming of age movie whereas The Breakfast Club is more of a coming of age for one's character and social awareness. Where they are &quot;teetering&quot; with; do they stay with the social allegiances of their perspective pack, or do they listen to that inner voice...the voice of reason, maturity and human compassion that's not bound to any &quot;click&quot;. I also like the choice of actors here; I think they all fit like pieces in a puzzle and make their characters totally believable. I am in the same age range as almost the entire cast and I was a senior in High school when this film came out. Allot of reviews seem to put this film within the Junior High crowd but I feel it's much more mature than that. The very message that it's trying to get across isn't understood in real life until we get close to 18 or so. The story is simple; 5 kids have to come into school on a Saturday for detention. At first they try to segregate themselves according to their school social standings. Inevitably they find out that they are more alike than they ever thought. The movie, in my eyes, is broken into 3 parts; the first part is pure character development. This is where you (the viewer) get to know each person they way they are supposed to be seen with their everyday face. At first, they act the way they think they should act, and stand up for what they always had, with out question or defiance. They stay true to their cause never steering away for a second. The second part of the film is where the movie itself develops. These 5 separate entities realize that they are variations of the same person. They have the same desires and anguishes. Their pressures and stresses are the same even though it's generated from very different sources.The jock (Emilio Estevez) has the pressure to be on top of his sport (wrestling). In return for this he gets attention from his dad, coaches and keeps his standing within his social group. This is his priority in life and he doesn't stray.The Princess (Molly Ringwald) has to conform and obey the rules of her social group in order to be accepted and keep her standing within the group. She keeps her eyes closed; mouth shut and goes along for the ride.The Metal Head/criminal (Judd Nelson) is an angry guy! He wears the physical and mental scars of growing up in an abusive house. He hates most people, like the ones Emilio and Molly play, because in his eyes, they have had a free ticket and earned nothing...things are handed to them because of their social and/or economical standings. On the other hand, he feels that he's on a whole other plain because his eyes have been beaten open and he was forced to grow up a little faster than he wanted too or was ready too. I feel that Judd Nelson's character is the most crucial to the movie. He is the key to this whole new self-awareness for everyone, including himself.The nerd (Anthony Michael Hall) is the quintessential geek. His every woken moment is spent learning. He hides behind his grades and in fact, he wants to be more accepted by the &quot;cooler&quot; groups. He also is a little &quot;cocky&quot; about his better grades and academically superiority to the other people in the room.The weirdo (Ally Sheedy) is a loner and an outcast. She doesn't have friends that we (the viewers) know of. Because her parents ignore her, She feels ugly and without a place in the world. She is starving for positive attention. I think her character was needed in this movie to balance off the cast. It would have left out a very critical part of teen angst!Richard Vernon (Paul Gleason) is the &quot;Villain&quot; of the movie. To the kids, he represents the out of touch older generation and the mean spirited, high testosterone adult. For Richard Vernon, these kids are the source of his anger and agony. He has lost touch with the younger generation for 1 reason, he got older...and the older you get, the harder it is to relate to youth. Youth recycles right before your eyes, but you keep getting older. His character is the key that releases these kids. He helps them to strip away the blindfolds and to take a fresh look at every thing and everyone (including themselves).This leads to the 3rd and final part of the movie. Where they cleanse themselves of all the pentad up anger and prejudices. When the kids realize that they all have the same goal, they were just taking different roads to reach it. I highly recommend The Breakfast Club and it should go down as one of the all time great teenage movie!",The Breakfast Club
247537,"&quot;Horse Feathers&quot; released in 1932, is the Marx Bros. fourth film, and the second consecutive one without the illustrious Margaret Dumont. Thelma Todd reprises her role as a suductive vamp, as she had played in &quot;Monkey Business&quot;. And all four Marx Bros. have a field day poking fun of higher education.In this film, Groucho plays Quincy Adams Wagstaff, newly elected president of Huxley College. The first indication we have that Groucho does not take the role seriously is when he lights a cigar, strictly against the rules of the college. He then breaks out in song, singing, &quot;Whatever it is, I'm Against it&quot;.Groucho's interests lie with football, rather than education itself. Hearing that two really good football players are regulars at a speakeasy, Groucho visits the establishment, hoping to sign them on before the rival college, Darwin, beats him to the punch.Chico and Harpo happen to be there as well. Chico plays Baravelli, an ice man who sells liqour on the side. Harpo plays Pinky, a dog catcher. Groucho asks them if they are regulars in the bar, and if they play football. They go along with Groucho, assenting to each question. That's all Groucho needs to hear. He immediately enrolls them in Huxley College so they can play on the team.Groucho also has another purpose. Zeppo, playing Groucho's son in this film, Frank, has been neglecting his studies by pursuing interest in the college widow, Connie Bailey, played by Thelma Todd. She is working for the rival college, Darwin, and is using Zeppo to get the football signals. Groucho is determined to break the two apart, not because she is using him, of course, but to obtain her affection for himself.There are many hilarious highlights to &quot;Horse Feather&quot;. One highlight is when Chico and Harpo attend a biology class, escorted by Groucho. &quot;Have they started sawing the woman in half yet?&quot; Groucho asks the teacher. Chico and Harpo leaves some fruit on the teachers desk before they take their seats, as though they were little children. Groucho soon takes over the class from the teacher, pointing to a chart with the human body. Harpo sneaks up and places a picture of a horse over the chart, and then a pin up calendar. After Groucho tells him he can't burn the candle at both ends, Harpro immediately produces, from his bottomless pocket, a candle that happens to be burnung at both ends. The scene ends with Chico and Harpo shooting peas at Groucho. Not wanting to be outdone, Groucho joins in, having his own pea shooter tucked away.Another highlight is when Groucho goes to Connie Bailey's room, attempting to persuade her to stop seeing his son. Before he knows it, he is sitting on her lap saying, &quot;I could sit here all day if you didn't get up.&quot; Zeppo enters, and Groucho takes the offense, angry to see his son in a disgraceful postion. Zeppo leaves, and Harpo re-enters with a block of ice. The ice is used merely as a pass, or excuse, to gain enterance, and is quickly tossed out the window. When he leaves, Chico appears with a block of ice.  They go back and forth, getting more ice so they may enter the room to &quot;show their affection&quot; to Connie, leaving Groucho with little time to make his own advances.  Groucho's reply to this is, &quot;This must be the main highway&quot;.The climax of the film is the football game, where the Marx Bros. perform more of their hilarous antics. Groucho, after realizing the two real football players he was intending to sign are playing for Darwin, plans for Chico and Harpo to kidnap them. But their scheme backfires, and it becomes Chico and Harpo who are the victims of kidnapping. The two must find a way to escape before the start of the football game. When they do, Harpo makes his grand enterance on the field riding a chariot, and throwing banana peels in front of players, who stumble over them. Even Groucho joins the team on the field.&quot;Horse Feathers&quot; follows a procession of what is considered the best and funniest of the Marx Bros. films. The material is still fresh and raw, unlike in later films. The Marx Bros. are allowed freedom to do as they please, without being constrained to remembering the correctness of their lines. Adlibs are frequent, which only seem to frustrate the director, producer and writers of the film. The audience, however, is delighted, and could care less. We are much happier to see the boys working off each other, rather than what the writers have written. And the finished product succeeds as a result.",Horse Feathers VHS
222584,"Wire-rimmed glasses and a slight stubble of beard isn't enough to make Robert Redford completely convincing as a bookish CIA researcher, though he gives a terrific &quot;movie star&quot; performance (partially the result of co screenwriter David Rayfiel being brought in to customize some of Redford's dialouge).Also, Director Sydney Pollack (&quot;Tootsie&quot;) doesn't seem to have the feel for suspense-thriller pulp (the way someone like Peckinpah had), so &quot;Three Days of the Condor&quot; is a little too monotone and flat at times to be a completely successful representative of the genre.No matter.&quot;Three Days of The Condor&quot; had all the timing in the world going for it.Released in 1975, just on the heels of Watergate and in the midst of the Church Committee hearings on CIA excesses, &quot;Condor&quot; became the only box office success of Paramount Pictures &quot;Conspiracy Trilogy&quot; (the others being &quot;The Conversation&quot; and Parallax View&quot;).It's also worth noting the cinematography (done by the great Owen Roizman) is spectacular...the rainy Manhattan streets never looked so beautifully moody....and the score by Dave Grusin avoids all the usual thriller movie stabs and sting.The transfer quality of the DVD is superb, but the special features are non existent (all that's included is the original theatrical trailer--hardly a &quot;special feature&quot; in today's DVD world).&quot;Three Days of the Condor&quot; remains essentially a stylish artifact of mid-70's paranoia, and viewed today, in light of recent events, contains some really bizarre echoes.",Three Days of the Condor VHS
288902,"In spite of all the bad talk I had heard about this movie, I personally thought it was good and the soundtrack was also good.",N/A
100437,"This did not work as a Batman interpretation.This did not work as a Baman story.This did not work as a movie.Inferior to the Burton's efforts, the West/Ward outing, even Schumacher's first lump of guano. I haven't seen the serials yet, but I bet they're better than this.If you have any passing interest in Batman, I recommend reading a book. Start with something by Frank Miller or Jeph Loeb.",N/A
526250,"HIGHLY RECOMENDED. JUST WHEN IT STARTS TO GET SLIGHTLY BORING AND YOU THINK YOU'VE FIGURED EVERYTHING OUT, IT THROWS YOU FOR A COMPLETE LOOP. THE LAST 20 MINUTES ARE THE HIGHLIGHT. IF YOU ARE A FAN OF OLD HITCHCOCK MOVIES, YOU'LL GREATLY ENJOY &quot;WHAT LIES BENEATH&quot;.",What Lies Beneath VHS
536820,"So, what went wrong?&quot;The Mummy Returns&quot; is sorely lacking in the humor that was so refreshing in the first one.  Like most sequels it suffers from &quot;overkill.&quot;  Having two villains (the returning &quot;Imhotep&quot; and the new &quot;Scorpion King, too many inept marksmen, and a horde of computer-generated &quot;warriors&quot; makes this film too much to bear.  The script &quot;borrows&quot; heavily from other flicks like &quot;Roman Holiday,&quot; &quot;The Ten Commandments,&quot; and the final few seconds involving the oasis is highly reminiscent of an episode of Disney's &quot;DuckTales&quot; entitled &quot;Too Much of a Gold Thing.&quot;The returning actors are not as excited about this one as the first.  They appear to be just &quot;going through their lines,&quot; counting the hefty paycheck that they, no doubt, will receive for this blockbuster. Only Adewale Akinnuoye-Agbaje has fun in his villainous turn as &quot;Lock-Nah.&quot;There surely will be a third installment.  Hint for the producers: GET RID OF THE KID!  Send him off to boarding school or something. The &quot;cute syndrome&quot; is not needed for this series.",The Mummy Returns VHS
16300,"Finding this movie anywhere was like searching for a needle in a haystack. I couldn't find it in any store and I really wanted to see it, so I took a drastic measure and ordered The Movie Channel from my cable company just because &quot;Apt Pupil&quot; was aired on it frequently.  A gifted high school student studying the holocaust from decades ago discovers what seems to be a Nazi war criminal and turns out to be just that. Ian McKellan really does look like that type of person, and his German accent is pretty convincing. The holocaust has always been an interesting thing to me; it was very sick and was outspoken everywhere, but engrossing. The entire idea of this movie is introduced smoothly. There are a few scenes of &quot;dreams&quot; where Todd(Brad Renfro) imagines being in the middle of it all. They are somewhat violent and very graphic and believable. It is the best work of Stephen King because it is an educational movie. The movie digs deep to modify the former Nazi, and it shows in several scenes, his cruelness to others that lets someone believe that he was who he was accused of being.  On the negative end, it doesn't really go that far into each subject when the holocaust is mentioned, but when it goes in-depth about a topic, it explains it very well. The only other complaint about this is that it seems difficult to believe that he could find the man that quick, although it shows him researching it. Overall, it is a very educational movie that isn't offensive much and the guy from &quot;Friends&quot; does all right and seemed serious.",N/A
559685,"I thought this movie ruled. Okay, maybe it strayed from the story a bit, by taking a nine-foot tall alien freak and turning him into Dean Stockwell, and by adding a very hot Sandra Dee, but they at least tried. This is the only instance of movie exploitation, I think, that wouldn't have cause H.P. Lovecraft to roll over in his grave. And maybe Wilbur's star-spawned twin brother was a little goofy, but I thought it had that kind of rubber-suit-monster Night Stalker charm. Overall, the movie had a kind of narcotic gloss that aided well in the suspension of disbelief. I recommend this movie highly---both to Lovecraft fans and to ordinary horror buffs. It's cool, and even if this movie did damage Sandra Dee's career, she was hot. After all, monsters, even the slimy ones from outer space, need love too. So come on, guys, have a heart.",N/A
334255,"Skylark makes a promise to the viewer and then fulfills it. Sarah is a mail-order bride from Maine and this is the sequel to ""Sarah, Plain and Tall."" In the first movie, Sarah and Jacob write letters, fall in love and then marry. They are now even more in love and are committed to making their way on the dusty Kansas prairie.Water is so essential to life and the scenes of the Maine coastline contrast with the dusty land in Kansas. Both the land and the sea can call your heart, but only one owns Jacob's soul. The land. It is where he lives and breathes free. His stubbornness is very apparent, yet it is only that he hopes for rain and believes his commitment to the land will be rewarded.As the drought hits, their friends and neighbors start to abandon their farms. Sarah keeps saying she won't leave, yet her heart is not with the land. Together they battle fires with wet ""feed"" sacks. I could smell the fire and feel the coarse sacks because we had to put out a fire once when I lived on a farm in Africa. It is fighting with nature and when you win there is nothing like it.This movie did remind me a bit of the movie: Out of Africa. It had the same quiet stillness and deep thoughtfulness. Glenn Close and Christopher Walken just have to look at one another for sparks to fly onscreen, yet the characters share a smoldering fire.The love between Jacob and Sarah smolders throughout the entire movie and is a tribute to marriage. Even though Sarah says: ""Sometimes what people choose to write down on paper is more important than what they say,"" there are some things that must be shared in person. Sarah leaves the best secret for last.If you have ever felt a love for the earth or inhaled the scent of a newly soaked field....or if you have ever stood in the rain... this is your movie! If you have never lived the country life, indulge your vision and poetic nature. Perhaps soon you will want to travel more or even move away from the city life.A completely enchanting, yet slow paced story focusing more on emotions and family ties. A story about love of family, love of the land and the chance people take when they marry for better or worse. The theme of families being able to stick together in life, is magical and very refreshing. There is something to be said for true love when it comes from a decision to love.The last scene is so poignant, I won't spoil it for you even thought I would love to tell you what Sarah does to solidify her commitment to her man and her country. This is a romantic movie, but is well suited for family viewing. Skylark is as refreshing to the soul as rain is to the parched earth.~The Rebecca Review",Skylark VHS
136718,"This is perhaps the most serious and socially redeeming film that Mel Gibson has done, it is up there with Braveheart on my list of favorite Gibson films would probably fall in the top 100 of my favorite all time films if I ever made such a list..  Real magic in acting is the performance given by Linda Hunt as she plays the part of a man most convincingly.  Her portrayal of an Indonesian insider is very good.  I am a big Gibson fan, and like almost all his films, but this movie is more than just a good movie well acted.Up until just recently this movie was banned in Indonesia and for good reason, well, at least  for good reason if you happen to be part of a corrupt government.  It shows the darker side of  revolution and reveals what most governments in backwards and corrupt parts of the world would like to remain hidden; their policies usually result in a huge class of very poor.Gibson plays a British reporter freshly arriving in Indonesia, he meets some other reporters doing the usual reporting but  he gets on an inside track that takes him into the seat of power and also into the country to meet the other side.  It really isn't a story about the setting and times so much as it is a story about the people, friendship, loyalty and the terrible realization that life isn't fair or kind to most of the earths inhabitants but that friendship and love between people are enduring.Even though the film is somewhat dark, I don't feel like it is a &quot;downer&quot; kind of movie, but it is definitely a &quot;thinking/feeling&quot; movie and not at all like the action/adventure/thriller type of movies that Gibson later becomes famous for.  I highly recommend this film.",N/A
407089,"Here a nice volume. The first episode explains the history of Evangelion and how all the characters became developed. It also gives you your first look at Selle. A certain character dies in the episode to which I will not name because it would wrench so many hearts. The second episode explores Auska's life and EVA 00 gets to use the cool Lance of Logenice, stuck in Adam. And thus things begin to get more interesting with each volume as it always does. This is a great series to follow because each tape you get something new and fun to look at it in the show. This tape is the one I usually grab for first at the video store, so buy it. Its just too good to explain in words.",Neon Genesis Evangelion: Genesis 0:2 VHS
573672,"BOUNCE tells the story of a sucessful young guy played by Ben Afflect who switches place in an airflight with a man he had just met in the airport. Ben Afflect stays for the night and the man dies in an terrible accident with that same airplane. One year later, recovered from his trauma, Ben Afflect decides to contact the wife and kids of that man, just to check with they were doing well. Then he meets Gwyneth Paltrow and instantly falls in love, avoiding, at the same time, to get any kind of involvement with her.This movie is really great. Gwyneth and Ben show why they won the oscars. They are very fine playing the parts and you can notice they have a real connection besides movie industry. Some dialogs in this film are really well written, and can make you laugh and cry in different scenes throughout the movie.This is a 2 disc edition, and it's great to have such  a complete material of this movie. The second DVD comes with some deleted scenes, gag reel, showing ben and gwyneth making all kinds of funny mistakes, &quot;need to be next to you&quot; video , from the soundtrack, besides a special called &quot;all about bounce&quot;in which the main actors interview the director and part of the crew.If you enjoy romantic films, this is one you must have in your collection.",Bounce
529556,"In a close tie with Crouching Tiger, Hidden Dragon, Traffic comes up 2nd for best picture of 2000.  Traffic is an incredible view of the vain war on drugs.  The acting here is marvelous.  In particular, Benicio Del Toro and the unrecognized Don Cheadle stand out.What makes this movie work?  It's not all about Hollywood glory and it actuallt tells a story.  The three separate color schemes that separate subplots work with mastery.  This is a great movie to own.Much better than the woeful Gladiator.  Will somebody tell me why that was given the Oscar for best picture?",N/A
